"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","over50"
25," Private",190916," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
63," Private",50349," HS-grad",9," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,34," United-States"," <=50K"
37," Private",190964," HS-grad",9," Separated"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
50," Self-emp-inc",293196," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
24," Private",353010," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,10," United-States"," <=50K"
27," State-gov",194773," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," Germany"," <=50K"
40," Private",327573," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",156743," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,76," United-States"," >50K"
39," Private",111499," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
41," Private",182108," Doctorate",16," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
39," Private",165235," Bachelors",13," Separated"," Prof-specialty"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," Philippines"," >50K"
54," Self-emp-inc",304570," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," Asian-Pac-Islander"," Male",7688,0,40," ?"," >50K"
51," Federal-gov",190333," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
56," Private",99359," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,1617,40," United-States"," <=50K"
56," Federal-gov",187873," Masters",14," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
52," Private",380633," 5th-6th",3," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,40," Mexico"," <=50K"
25," State-gov",152035," Assoc-acdm",12," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
40," Private",99434," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,12," United-States"," <=50K"
47," Private",464945," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
46," Private",364548," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States"," >50K"
21," Private",313873," 5th-6th",3," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," Mexico"," <=50K"
29," Private",100579," Assoc-voc",11," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
52," Private",158993," HS-grad",9," Divorced"," Other-service"," Other-relative"," Black"," Female",0,0,38," United-States"," <=50K"
49," Private",60751," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",162915," Some-college",10," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
34," Private",245173," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,1669,45," United-States"," <=50K"
30," Local-gov",164493," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
28," State-gov",70100," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,20," United-States"," <=50K"
34," Private",379798," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
44," Self-emp-not-inc",156687," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," Asian-Pac-Islander"," Male",0,0,42," Japan"," <=50K"
35," Private",115214," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," White"," Male",6497,0,65," United-States"," <=50K"
44," Private",187629," Assoc-acdm",12," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"
37," Private",632613," 10th",6," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,35," Mexico"," <=50K"
39," Private",280570," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
28," Private",65389," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,30," United-States"," <=50K"
26," Private",523067," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,3," El-Salvador"," <=50K"
47," Private",76034," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,57," United-States"," >50K"
36," ?",187983," HS-grad",9," Never-married"," ?"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
70," Private",187891," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
40," Private",116632," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States"," >50K"
34," Private",172579," Assoc-voc",11," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
46," Private",167915," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
18," Local-gov",155905," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,60," United-States"," <=50K"
49," Private",186078," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,50," United-States"," >50K"
56," Private",168625," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",4101,0,40," United-States"," <=50K"
42," Private",54202," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",10520,0,50," United-States"," >50K"
55," Self-emp-not-inc",51499," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,72," United-States"," <=50K"
31," Private",400535," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",196280," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
76," ?",211453," HS-grad",9," Widowed"," ?"," Not-in-family"," Black"," Female",0,0,2," United-States"," <=50K"
33," Private",391114," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
25," State-gov",180884," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,40," United-States"," <=50K"
63," Private",200474," 1st-4th",2," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",200500," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
35," Private",174856," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",2885,0,40," United-States"," <=50K"
37," State-gov",270278," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,12," Puerto-Rico"," <=50K"
72," ?",177121," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,3," United-States"," <=50K"
47," Private",195978," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
35," Private",105813," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,48," United-States"," >50K"
31," Private",137952," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," Other"," Male",0,0,40," Puerto-Rico"," <=50K"
27," Private",604045," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
32," Private",317809," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",4064,0,50," United-States"," <=50K"
45," Private",738812," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,46," United-States"," <=50K"
27," Self-emp-not-inc",141795," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
46," Private",59767," Some-college",10," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
44," Self-emp-inc",56651," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,45," United-States"," >50K"
27," Private",87006," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,1579,40," United-States"," <=50K"
29," Private",34292," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
29," Private",308944," HS-grad",9," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
17," Private",116626," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,1719,18," United-States"," <=50K"
37," Self-emp-not-inc",75050," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
49," Self-emp-not-inc",173411," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
29," Self-emp-inc",187450," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
34," Private",283921," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
54," Self-emp-not-inc",172898," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",5178,0,50," United-States"," >50K"
47," Self-emp-inc",239321," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
58," Self-emp-not-inc",81642," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
23," Private",107190," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Black"," Male",0,0,20," United-States"," <=50K"
41," State-gov",106900," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,60," United-States"," >50K"
22," Private",347867," HS-grad",9," Married-spouse-absent"," Sales"," Not-in-family"," White"," Male",0,1719,40," United-States"," <=50K"
24," Private",39827," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Wife"," Other"," Female",0,0,40," Puerto-Rico"," <=50K"
32," Private",207284," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
49," Private",147002," HS-grad",9," Never-married"," Craft-repair"," Unmarried"," White"," Female",0,0,40," Puerto-Rico"," <=50K"
42," Self-emp-not-inc",166813," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
58," Self-emp-not-inc",35551," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,70," United-States"," >50K"
49," Private",185385," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
21," Private",109667," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
39," Local-gov",267893," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",7298,0,40," United-States"," >50K"
39," Private",746786," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"
34," Private",150324," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
17," Private",122041," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
32," Private",113364," Bachelors",13," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
51," Private",45599," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
54," Private",172962," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",62374," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
18," Private",110142," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
41," Private",237452," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,15," Cuba"," >50K"
26," Private",39014," 12th",8," Married-civ-spouse"," Priv-house-serv"," Wife"," Other"," Female",0,0,40," Dominican-Republic"," <=50K"
41," Local-gov",359259," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",117476," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",280093," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",200733," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
23," Private",145111," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," White"," Male",0,0,50," United-States"," <=50K"
59," Private",165922," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,40," United-States"," >50K"
20," Private",482732," HS-grad",9," Never-married"," Adm-clerical"," Other-relative"," White"," Male",0,0,24," United-States"," <=50K"
23," Private",240137," 5th-6th",3," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,55," Mexico"," <=50K"
31," Private",127610," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,50," United-States"," >50K"
49," Private",281647," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," >50K"
20," Private",256211," Some-college",10," Never-married"," Machine-op-inspct"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," Vietnam"," <=50K"
30," Self-emp-not-inc",223212," Bachelors",13," Never-married"," Sales"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
54," Private",378747," 10th",6," Separated"," Transport-moving"," Unmarried"," Black"," Male",0,0,45," United-States"," >50K"
38," Private",168322," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
17," Private",181580," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,16," United-States"," <=50K"
24," Private",241185," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,48," United-States"," <=50K"
54," Private",244770," HS-grad",9," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
51," Private",41806," 11th",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
28," ?",196630," Assoc-voc",11," Separated"," ?"," Unmarried"," White"," Female",0,0,40," Mexico"," <=50K"
46," Private",28225," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,58," United-States"," <=50K"
40," Private",286370," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Mexico"," >50K"
58," Private",81038," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,12," United-States"," <=50K"
28," Local-gov",149991," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,42," United-States"," >50K"
39," Private",111129," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",263561," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," >50K"
23," ?",280134," HS-grad",9," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",324960," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",122272," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
25," Private",456618," 7th-8th",4," Never-married"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," El-Salvador"," <=50K"
53," Private",127671," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
45," Self-emp-inc",151584," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," >50K"
33," State-gov",173806," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
64," Private",251292," 5th-6th",3," Separated"," Other-service"," Other-relative"," White"," Female",0,0,20," Cuba"," <=50K"
66," Private",350498," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,28," United-States"," <=50K"
18," Private",270502," 11th",7," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
35," Private",255702," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,27," United-States"," <=50K"
23," ?",22966," Bachelors",13," Never-married"," ?"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
46," Self-emp-not-inc",182541," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,1672,50," United-States"," <=50K"
51," Private",138852," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
73," Self-emp-not-inc",177387," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
38," Self-emp-not-inc",164526," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,2824,45," United-States"," >50K"
35," Private",257416," Assoc-voc",11," Never-married"," Craft-repair"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
24," Private",148709," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
55," Local-gov",31365," Bachelors",13," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
28," Private",185647," Some-college",10," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
41," Private",107584," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",86298," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
66," ?",168071," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
23," Private",238917," 7th-8th",4," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,36," United-States"," <=50K"
48," Private",85341," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",437825," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,20," Peru"," <=50K"
29," State-gov",188986," Assoc-voc",11," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,1590,64," United-States"," <=50K"
35," Private",162256," Assoc-voc",11," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",6849,0,40," United-States"," <=50K"
32," State-gov",169973," Masters",14," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,38," United-States"," <=50K"
51," Local-gov",152754," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
18," Private",43272," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
56," Private",197369," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
31," Private",209448," 10th",6," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",2105,0,40," Mexico"," <=50K"
27," Private",207611," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
44," Private",219155," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," England"," >50K"
31," Private",139822," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
29," Private",204984," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
33," Private",424719," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
24," Local-gov",184678," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
54," ?",155755," HS-grad",9," Divorced"," ?"," Not-in-family"," White"," Female",4416,0,25," United-States"," <=50K"
23," Private",143062," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
52," Private",146567," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," Black"," Male",14344,0,40," United-States"," >50K"
30," Private",119411," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
46," Local-gov",167159," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,70," United-States"," >50K"
47," Local-gov",272182," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
18," Private",190325," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
45," Private",261192," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
56," Private",174351," 12th",8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Italy"," <=50K"
38," Federal-gov",161463," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
34," Private",271933," Bachelors",13," Never-married"," Exec-managerial"," Other-relative"," White"," Female",0,1741,45," United-States"," <=50K"
28," Self-emp-inc",31717," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
46," Private",192793," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
67," Self-emp-not-inc",364862," HS-grad",9," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
35," Private",29874," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",456236," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
41," Private",206066," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
72," ?",96867," 5th-6th",3," Widowed"," ?"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
47," Private",223342," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",2174,0,40," England"," <=50K"
76," Private",127016," 7th-8th",4," Widowed"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
34," Self-emp-inc",209538," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
41," Private",211253," Masters",14," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States"," >50K"
26," ?",370727," Bachelors",13," Married-civ-spouse"," ?"," Wife"," White"," Female",0,1977,40," United-States"," >50K"
18," Private",404868," 11th",7," Never-married"," Sales"," Own-child"," Black"," Female",0,1602,20," United-States"," <=50K"
37," Private",161226," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,30," United-States"," >50K"
43," Self-emp-not-inc",187778," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
51," Local-gov",184542," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
38," Self-emp-inc",199346," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,45," United-States"," <=50K"
25," State-gov",157617," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
39," State-gov",119421," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,625,35," United-States"," <=50K"
43," Self-emp-not-inc",183479," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
19," Private",451951," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
29," Private",176760," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,55," United-States"," <=50K"
22," Private",249727," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
54," Private",101017," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
57," Local-gov",339163," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," Mexico"," <=50K"
20," Private",47541," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
30," Private",227886," HS-grad",9," Never-married"," Exec-managerial"," Own-child"," Black"," Female",0,0,35," Jamaica"," <=50K"
25," Private",202091," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,60," United-States"," <=50K"
45," Private",102147," Assoc-voc",11," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
23," Private",100345," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
46," Private",102102," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
54," State-gov",249096," Assoc-voc",11," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",156513," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
30," Private",111415," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,55," Germany"," <=50K"
40," Private",320451," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,1977,45," Hong"," >50K"
51," Private",312477," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",3908,0,40," United-States"," <=50K"
43," Self-emp-not-inc",163108," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,99," United-States"," <=50K"
22," Private",137876," Some-college",10," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,20," United-States"," <=50K"
43," Private",193882," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
56," Private",143266," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
46," Private",184883," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
35," Private",261646," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
23," Private",122048," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
17," Private",27415," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,20," United-States"," <=50K"
44," Private",123983," Bachelors",13," Divorced"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," China"," <=50K"
29," Private",151476," Some-college",10," Separated"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
26," Private",100147," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,45," United-States"," >50K"
